fname_c1,fname_c2,lname_c1,lname_c2,by,bm,bd,rec_id,ent_id
ELKE,NA,BRAUN,NA,1990,12,1,7172,7124
CLAUDIA,INGE,FISCHER,NA,2001,11,24,7173,8070
CHRISTEL,NA,PETERS,NA,1971,8,3,7174,6286
ROSEMARIE,NA,ZIMMERMANN,NA,1966,10,22,7175,8737
ANJA,NA,SCHMIDT,NA,1932,9,28,7176,7617
RENATE,NA,KOEHLER,NA,1951,11,27,7177,7549
GISELA,NA,SEIDEL,NA,1935,11,28,7178,6337
STEFANIE,NA,SCHMIDT,NA,1972,7,23,7179,8266
KARIN,BIRHIT,KELLER,NA,1941,2,28,7180,7394
BEATE,NA,SCHMIDT,NA,1963,4,12,7181,6761
ELISABETH,NA,WERNER,NA,1962,4,14,7182,6019
KATHARINA,NA,SCHULZ,NA,1977,12,15,7183,7139
ILSE,NA,VOIGT,NA,1958,8,3,7184,7841
GISELA,NA,KRAUSE,NA,1976,5,5,7185,6508
STEFANIE,NA,SCHAEFER,NA,1988,7,29,7186,7696
ERIKA,NA,ENGEL,WERNER,1941,10,1,7187,6424
URSULA,NA,SOMMER,NA,1929,9,27,7188,7170
ILSE,NA,WEISS,NA,1959,6,27,7189,6531
RENATE,NA,MUELLER,NA,1928,5,28,7190,6765
JOHANNA,NA,OTTO,NA,1967,3,1,7191,4562
ANDREA,NA,WALTER,NA,1976,2,14,7192,4627
SABINE,NA,SCHMITT,NA,1959,5,5,7193,7227
BRIGITTE,NA,VOIGT,NA,1938,9,5,7194,8186
SABINE,NA,SCHMITZ,NA,1939,7,14,7195,7914
ANNA,NA,WEISS,NA,1961,10,24,7196,6923
SANDRA,NA,KOCH,NA,1959,7,27,7197,7234
IRMGARD,NA,KOERTIG,NA,1970,7,26,7198,7357
GISELA,NA,MUELLER,NA,2003,12,12,7199,4772
CHRISTEL,NA,WOLF,NA,1955,4,2,7200,7539
PETRA,NA,WALTER,NA,1968,6,18,7201,6028
BRIGITTE,NA,HUBER,NA,1978,10,22,7202,8446
HANNELORE,NA,SCHMITT,NA,1998,2,10,7203,6974
CHRISTA,NA,SCHUMACHER,NA,1934,12,25,7204,7071
ANDREA,NA,WOLF,NA,1956,6,22,7205,6411
GERDA,NA,MUELLER,NA,1981,11,9,7206,7152
BIRGIT,NA,FISCHER,NA,1940,8,19,7207,7518
ANJA,NA,JAEGER,NA,1973,3,13,7208,8210
ERIKA,NA,FISCHER,NA,1947,4,18,7209,8350
BIRGIT,NA,LANG,NA,1971,4,26,7210,6190
STEFANIE,HEIKE,BECKER,NA,1975,12,12,7211,7624
CHRISTIANE,NA,SCHMIDT,NA,1982,2,5,7212,4848
UTE,NA,MEIER,NA,1961,9,18,7213,7472
ANDREA,NA,MUELLER,NA,1959,7,16,7214,6552
ANNA,NA,FRANKE,NA,1992,12,14,7215,8912
SABINE,NA,MEYER,NA,2007,1,30,7216,4771
URSULA,NA,SCHNEIDER,NA,1980,10,22,7217,6461
CHRISTINE,HILDEGARD,LORENZ,NA,2003,11,28,7218,5369
JULIA,NA,HOFFMANN,NA,1995,10,4,7219,6455
CHRISTEL,NA,JAEGER,NA,1924,9,14,7220,7262
SUSANNE,NA,MUELLER,NA,1976,8,16,7221,5083
KATHRIN,FRIEDA,SCHULTE,NA,1961,4,22,7222,8725
BRIGITTE,NA,SCHNEIDER,NA,1992,7,27,7223,5818
SABINE,NA,SAUER,NA,1967,3,11,7224,4780
ANNA,NA,FISCHER,NA,1924,6,24,7225,6563
EDITH,NA,LANG,NA,1954,6,26,7226,6032
RENATE,NA,KELLER,NA,1940,6,30,7227,6516
JOHANNA,NA,BECKER,NA,1928,7,26,7228,5004
MARTHA,NA,KRAUS,NA,1980,1,11,7229,4943
RUTH,NA,LUDWIG,NA,1994,11,19,7230,7060
ANDREA,KARIN,KAISER,NA,1936,11,24,7231,5173
ERIKA,NA,HAAS,NA,1960,12,23,7232,8602
MARGOT,ANDREA,WOLF,NA,1979,5,10,7233,4844
GERDAY,NA,VOGEL,NA,1994,8,4,7234,8723
HELENE,NA,SCHMITT,NA,1947,12,6,7235,8123
GABRIELE,NA,SCHNEIDER,NA,1964,9,25,7236,4711
ERIKA,NA,HERRMANN,NA,1956,9,22,7237,8514
ELFRIEDSE,NA,SCHULZ,NA,1989,5,21,7238,4582
INGRID,NA,BAUER,NA,1970,4,4,7239,5226
JUTTA,NA,KAISER,NA,1973,6,30,7240,5709
SABINE,NA,LORENZ,NA,1982,10,15,7241,8981
GABRIELE,NA,WOLF,NA,1959,12,8,7242,4705
INGRID,NA,STEIN,NA,1964,1,28,7243,8493
KATHRIN,NA,ZIMMERMANN,NA,1994,2,12,7244,5477
BAERBEL,ANNA,SCHMIDT,NA,1972,9,1,7245,6619
ERIKA,NA,HOFFMANN,NA,1961,4,23,7246,5129
SUSANNE,NA,BRANDT,NA,1960,7,27,7247,8194
BETTINA,NA,WEBER,NA,1995,4,23,7248,7236
BRIATTA,MARION,BRANDT,NA,1957,8,7,7249,7955
ANJA,NA,SCHMIDT,NA,1988,5,9,7250,8887
KATHRIN,NA,WOLF,NA,1957,12,10,7251,7904
KATHRIN,NA,DIETRICH,NA,1928,10,5,7252,8191
INGRID,NA,BAUMANN,NA,1972,8,10,7253,5901
GISELA,NA,FISCHER,NA,1943,5,27,7254,7256
GABRIELE,NA,JAEGER,NA,1949,12,8,7255,5304
ELKE,NA,HUBER,NA,2002,11,20,7256,8142
BARBARA,NA,LEHMANN,NA,1962,12,27,7257,5251
RENATE,NA,SCHNEIDER,NA,1995,9,27,7258,7451
BRIGITTE,NA,MUELLER,NA,1974,1,13,7259,8537
KATHRIN,NA,MUELLER,NA,1990,2,25,7260,8335
EDITH,NA,THOMAS,NA,1945,6,12,7261,7778
SABINE,NA,SEIDEL,NA,1958,6,23,7262,4736
ANDREA,NA,SCHMITT,NA,1957,4,3,7263,8390
CHRISTINE,NA,SCHUSTER,NA,1980,4,5,7264,7108
KATHRIN,NA,MARTIN,NA,1971,9,11,7265,5787
RENATE,NA,HORN,NA,1994,11,18,7266,7602
CHRISTEL,NA,SCHAEFER,NA,1948,11,19,7267,4676
ANGELIKA,NA,LANGE,NA,1960,4,8,7268,5347
PETRA,NA,SCHWARZ,NA,1952,9,3,7269,5542
URSULA,NA,OTTO,NA,1994,6,22,7270,6943
MARTINA,NA,ENGEL,NA,1954,2,25,7271,5181
STEFANIE,NA,NEUMANN,NA,1948,12,13,7272,4806
ELISABETH,NA,KOCH,NA,1959,4,7,7273,7246
ERIKA,NA,SCHULTE,NA,1938,10,23,7274,6296
SUSANNE,NA,SCHMITZ,NA,1941,9,2,7275,6787
SUSANNE,NA,ZIMMERMANN,NA,1970,3,27,7276,4621
KARIN,NA,KLEIN,NA,1938,11,17,7277,5470
ERIKA,INGRID,LEHMANN,NA,1963,1,29,7278,6223
ELKE,NA,SCHROEDER,NA,1940,8,17,7279,6176
INGEBORG,NA,OTTO,NA,1971,1,12,7280,7302
KARIPN,NA,SCHROEDER,NA,1934,10,4,7281,5495
URSULA,NA,FISCHER,NA,1978,5,14,7282,7727
ANNELIESE,NA,SCHMIDTT,NA,1947,8,27,7283,7349
CHRISTINE,NA,HOFFMANN,NA,1962,10,12,7284,7483
CHARLOTTE,NA,WEBER,NA,1953,12,28,7285,8346
ELKE,NA,NEUMANN,NA,1943,5,6,7286,4517
ELISABETH,NA,MEIER,NA,1961,1,27,7287,5690
UTE,NA,SCHMID,NA,1983,3,21,7288,4570
MONIKA,NA,MUELLER,NA,1950,11,15,7289,7408
MONIKA,NA,FISCHER,NA,1968,12,8,7290,4843
BARBARA,NA,MAYER,NA,1997,1,7,7291,8554
ANDREA,NA,HOFFMANN,NA,1975,3,16,7292,5118
ILSE,NA,BRANDT,NA,1971,10,7,7293,4586
NICOLE,NA,ZIMMERMANN,NA,1941,1,15,7294,7561
MARION,NA,STEIN,NA,1989,7,18,7295,7698
DORIS,NA,LEHMANN,NA,1927,6,8,7296,6451
MARIA,NA,RICHTER,NA,1945,4,5,7297,7950
ANNA,NA,WERNER,NA,2000,11,12,7298,5502
CHRISTIANE,NA,ZIMMERMANN,NA,1984,3,4,7299,5718
ILSE,NA,SCHWARZ,NA,1954,4,19,7300,8113
MARTHA,NA,ERNST,NA,1957,11,8,7301,8384
ANJA,NA,KRAUSE,NA,1999,9,2,7302,6849
MARTHA,NA,OTTO,NA,1962,6,3,7303,8935
MONIKA,NA,ZIMMERMANN,NA,1944,4,10,7304,4648
STEFANIE,NA,MOELLER,NA,1977,6,13,7305,8874
SABINE,NA,BAUER,NA,2002,7,13,7306,5201
MARIA,NA,KLEIN,NA,1991,12,26,7307,5771
ELKE,NA,KLEIN,NA,1964,4,6,7308,5751
CHRISTEL,NA,HAAS,NA,1952,5,10,7309,7048
HELGA,NA,FISCHER,NA,1956,1,26,7310,4855
BETTINA,NA,LANGE,NA,1974,12,19,7311,8663
MONIKA,NA,FISCHER,NA,1959,1,23,7312,7924
GERDA,NA,RICHTER,NA,1981,7,29,7313,6072
KARIN,NA,BAUER,NA,1991,4,13,7314,4814
BRIGITTE,NA,WOLF,NA,1962,5,31,7315,8534
ANNA,NA,SCHNEIDER,NA,1982,4,7,7316,8799
BEATE,NA,SCHULZ,NA,1967,1,12,7317,7083
BRIGITTE,NA,THOMAS,NA,1950,4,1,7318,8834
MARIANNE,NA,MOELLER,NA,2007,5,5,7319,5239
HELENE,NA,SCHMITT,NA,1948,12,6,7320,8123
SABINE,NA,VOGT,NA,1968,11,6,7321,4738
MONIKA,NA,FRANK,NA,1954,12,10,7322,5551
URSULA,NA,SCHUBERT,NA,1958,4,16,7323,6627
MONIKA,NA,SOMMER,NA,1937,11,20,7324,6704
BIRGIT,NA,MUELLWR,NA,1997,5,7,7325,6843
MARGARETE,NA,BRAUN,NA,1973,7,23,7326,5341
SABINE,NA,SCHMITZ,NA,1972,7,14,7327,7914
MARION,NA,SCHULZ,NA,2094,6,24,7328,7802
CLAUDIA,NA,FRIEDRICH,NA,1938,7,25,7329,8131
PETRA,NA,WAGNER,NA,1940,11,1,7330,5600
MARIA,NA,VOIGT,NA,1970,6,4,7331,4667
ANDREA,NA,WEBER,NA,1968,3,1,7332,8057
PETRA,ELFRIEDE,HOFMANN,MEYER,1955,1,14,7333,8793
INGRID,NA,ENGEAL,NA,1979,6,9,7334,6788
SUSANNE,NA,WALTER,NA,1975,11,7,7335,5183
ANTJE,NA,BECKER,NA,1955,9,10,7336,7452
CHRISTA,NA,SCHNEIDER,NA,1972,4,14,7337,7626
HELGA,MARTINA,KUHN,NA,1959,10,30,7338,5963
MARTINA,NA,SCHNEIDER,NA,1938,6,25,7339,5572
HELGA,NA,WEBER,NA,1982,6,3,7340,5426
GERDA,NA,ALBRECHT,NA,1956,2,18,7341,4886
RENATE,NA,BRANDT,NA,1948,11,8,7342,4551
MARIA,NA,HARTMANN,NA,1976,2,19,7343,7277
MARIA,NA,LANGE,NA,1945,12,29,7344,7087
GERTRUD,NA,SCHMITT,NA,1965,7,13,7345,7932
MARTHA,NA,KLEIN,NA,1994,11,7,7346,4997
GERTRUD,NA,VOGEL,NA,1939,11,29,7347,8833
ULRIKE,INGRID,SCHULTE,NA,2003,5,25,7348,8825
IRMGARD,NA,SCHMIDT,NA,1935,12,3,7349,8607
ELKE,NA,NEUMANN,NA,1992,3,17,7350,7252
SIGRID,NA,LANGE,NA,2007,5,1,7351,8467
INGRID,NA,WALTER,NA,1996,9,23,7352,6929
INGRID,NA,MOELLER,NA,1959,3,22,7353,7036
SABINE,NA,SCHULTE,NA,1950,11,5,7354,6040
SUSANNE,NA,MUELLER,NA,1958,9,20,7355,8420
HELGA,NA,SAUER,NA,1958,2,13,7356,7019
BAERBEL,NA,SCHROEDER,NA,1989,9,26,7357,6885
SUSANNE,NA,MUELLER,NA,1940,12,22,7358,8711
ILSE,NA,WAGNER,NA,1986,1,21,7359,8572
ERIKA,NA,HOFMANN,NA,1962,5,21,7360,5680
EDITH,NA,MUELLER,NA,2007,10,26,7361,5765
ANDREA,NA,KLCIN,NA,1944,1,28,7362,5930
HANNELORE,SUSANNE,VOIGT,NA,1967,1,2,7363,4653
ANNA,SUSANNE,SCHMITT,NA,1958,4,16,7364,5186
SABINE,ANGELIKA,WAGNER,NA,1937,1,1,7365,7881
ANGELIKA,NA,VOIGT,NA,1959,4,27,7366,5934
CLAUDIA,NA,MUELLER,NA,1985,8,29,7367,5544
ILSE,NA,BECKER,NA,1985,4,1,7368,6030
KERSTIN,NA,OTTO,NA,1977,3,22,7369,4658
ERIKA,NA,HOFMANN,NA,1969,11,17,7370,7885
JUTTA,NA,KOEHLER,NA,1957,3,2,7371,5907
ANNA,NA,NEUMANN,NA,1934,6,29,7372,6350
MONIKA,NA,WAGNER,NA,1953,12,23,7373,8718
KATHRIN,NA,FISCHER,NA,1958,2,2,7374,5762
ILSE,NA,WEBER,NA,2000,5,30,7375,8017
INGRID,NA,SCHMITT,NA,1975,7,7,7376,7836
URSULA,NA,HERRMANN,NA,1995,10,20,7377,6510
CLAUDIA,MONIKA,HERRMANN,NA,1985,6,23,7378,6062
CHRISTINA,NA,MARTIN,NA,1994,6,3,7379,5875
ANNA,NA,MUELLER,NA,1952,12,18,7380,5523
ANTJE,NA,WEBER,NA,1987,9,30,7381,6758
LIESELOTTE,NA,BECKER,NA,1969,7,20,7382,7291
SABINE,NA,BECKER,NA,1970,7,15,7383,7141
BAERBEL,NA,KLEIN,NA,1963,4,3,7384,6688
ANGELIKA,NA,BERGMANN,NA,1987,5,29,7385,8837
STEFANIE,NA,FRANK,NA,1938,2,6,7386,8866
HELGA,BIRGIT,FRANK,NA,1959,2,2,7387,8036
GISIELA,NA,KOCH,NA,1939,1,7,7388,6183
CHRISNTA,REGINA,SCHAEFER,NA,1980,6,4,7389,8031
RENATE,NA,KOERTIG,NA,1969,3,25,7390,8942
BARBARA,NA,SCHMITT,NA,1965,3,31,7391,8300
ERIKA,NA,SCHMITZ,NA,2003,11,15,7392,7861
ELKE,NA,KOCH,NA,2007,8,9,7393,5658
ELISABETH,NA,MUELLER,NA,1947,8,20,7394,5005
ERIKA,NA,SEIDEL,NA,1953,1,15,7395,5545
SABINE,NA,HERRMANN,NA,1938,11,1,7396,8579
ANNA,NA,SCHWARZ,NA,1990,3,22,7397,6198
HELGA,NA,FRIEDRICH,NA,1993,3,5,7398,7055
GABRIELE,NA,HOFFMANN,NA,1955,12,22,7399,7182
GISELA,NA,KRAEMER,NA,1958,10,10,7400,7837
URSULA,NA,KELLER,NA,1963,7,1,7401,6405
CHRISTINA,NA,RICHTER,NA,1976,7,4,7402,7464
RENATE,NA,HERRMANN,NA,2002,12,28,7403,5138
ANKE,NA,WOLF,NA,1928,7,19,7404,4922
BRIGITTE,NA,DIETRICH,NA,1931,3,20,7405,7771
HEIKE,NA,WEBER,NA,1994,6,14,7406,8910
GABRIELE,NA,NEUMANN,NA,1981,1,2,7407,6866
LIESELOTTE,NA,HUBER,NA,1963,4,29,7408,5431
INGEBORG,NA,GUENTHER,NA,1968,7,13,7409,4791
URSULA,NA,MUELLER,NA,2008,3,3,7410,6864
HEIKE,NA,LANGE,NA,1928,4,24,7411,4846
CHRISTINE,NA,HOFFMANN,NA,2000,4,28,7412,6486
ANKE,GISELA,BRAUN,NA,1998,10,5,7413,5642
MARIANNE,NA,BECK,NA,1954,5,16,7414,6415
KARIN,NA,WERNER,NA,1928,6,21,7415,6695
ANNA,NA,KAISER,NA,1952,11,23,7416,8378
ERIKA,NA,MEYER,NA,2006,10,4,7417,5397
KATHRIN,NA,VOGT,NA,1959,3,12,7418,7931
GISELA,NA,SCHNEIDER,NA,1977,4,3,7419,7735
SABINE,NA,SCHMIDT,NA,2008,2,15,7420,7125
INGRID,NA,WAGNER,NA,1965,3,14,7421,6059
ANDREA,NA,WEISS,NA,1994,9,8,7422,7826
WALTRAUD,NA,SCHNEIDER,NA,1936,4,18,7423,8764
ANDREA,NA,MUELLER,NA,1924,2,18,7424,4992
ANDREA,SUSANNE,WEISS,NA,1944,6,26,7425,8130
SIGRID,NA,LORENZ,NA,1965,2,3,7426,8072
MONIKA,RENATE,SCHULZ,NA,1931,9,24,7427,8617
HELGA,NA,WINTER,NA,1942,4,10,7428,6163
MONIKA,NA,FRANKE,NA,1924,7,1,7429,7638
HELENE,NA,SCHWARZ,NA,1970,1,20,7430,6264
BIRGIT,NA,BECKER,NA,1939,2,5,7431,8458
KATHARINA,NA,HOFFMANN,NA,1967,4,15,7432,4860
CHRISTINE,NA,MUEKLER,NA,1937,7,18,7433,7619
RENATE,NA,KLEIN,NA,1953,4,11,7434,4588
URSULA,NA,KRAUSE,NA,1973,2,24,7435,8629
MARION,NA,BECKER,NA,1937,5,4,7436,6466
KATHRIN,NA,BECKER,NA,1959,5,27,7437,7522
KATHRIN,NA,SCHULTE,NA,1972,12,17,7438,6111
ANJA,NA,LORENZ,NA,1949,7,28,7439,7198
PETRA,NA,LANGE,NA,1982,5,24,7440,6580
SUSANNE,NA,MUELLER,NA,1994,9,26,7441,5361
KARIN,NA,THOMAS,NA,1939,11,29,7442,4695
INGRID,NA,WINKLER,NA,1971,7,26,7443,7343
CLAUDIA,NA,MUELLER,NA,1996,1,7,7444,7385
INGRID,NA,MEYER,NA,1950,10,19,7445,7598
ERIKA,NA,MUELLER,NA,1941,6,7,7446,7299
ELISABETH,NA,ALBRECHT,NA,1944,1,7,7447,6435
KARIN,NA,BRANDT,NA,1976,2,1,7448,8587
RENATE,NA,KOEHLER,NA,1956,9,4,7449,5109
GERTRUD,NA,MUELLER,NA,1976,9,1,7450,8945
SABINE,NA,HEINRICH,NA,1941,2,11,7451,7007
UTE,NA,SCHMIDT,NA,1941,2,6,7452,5487
SUSANNE,NA,MUELRER,NA,1956,9,29,7453,8001
FRIEDA,NA,SEIDEL,NA,1941,5,19,7454,6916
KATHRIN,NA,WEBER,NA,1985,6,24,7455,7856
GERTRUD,NA,MUELLER,NA,1925,10,4,7456,6693
DORIS,NA,MUELLER,NA,1951,3,10,7457,7376
ROSEMARIE,NA,SCHAEFER,NA,2000,9,24,7458,8781
HELENE,NA,SCHMIDT,NA,1983,10,22,7459,4809
ANGELIKA,NA,RICHTER,NA,2002,11,22,7460,8790
MARLIS,NA,HORN,NA,1971,3,16,7461,8052
SABINE,NA,SCHMIDT,NA,1951,10,11,7462,6850
HELGA,NA,SCHULZ,NA,1928,1,24,7463,8954
SUSANNE,NA,WINTER,NA,1955,8,6,7464,6353
ANDREA,NA,ALBRECHT,NA,1965,4,16,7465,7682
MONIKA,NA,SCHULTE,NA,1978,5,3,7466,6557
STEFANIE,NA,MUELLER,NA,1992,7,23,7467,7509
KAETHE,NA,BRAUN,NA,1964,6,2,7468,6487
ELISABETH,NA,MUELLER,NA,1957,10,27,7469,6658
UTE,NA,KOEHLER,NA,1949,12,14,7470,7232
BAERBEL,NA,SCHUSTER,NA,1995,9,12,7471,7061
ERIKA,NA,HUBER,NA,1947,4,16,7472,7222
MONIKSA,NA,MOELLER,NA,1947,3,15,7473,4649
INGRID,URSULA,FUCHS,NA,1952,5,1,7474,6880
HANNELORE,NA,SCHULZE,NA,1973,1,19,7475,6376
JOHANNA,INGRID,WAGNER,NA,1945,7,22,7476,6348
MARTINA,NA,MUELLER,NA,1996,10,28,7477,6687
GISELA,NA,HOFFQANN,NA,2004,2,23,7478,6635
KARIN,NA,BAUER,NA,1934,5,16,7479,6526
STEFANIE,NA,DIETRICH,NA,1999,7,11,7480,5472
SABINE,NA,LANGE,NA,1982,12,8,7481,4681
STEFANIE,NA,ZIEGLER,NA,1978,11,30,7482,8416
ANJA,NA,HERRMANN,NA,1969,5,15,7483,4640
MARION,NA,ENGEL,NA,1950,8,29,7484,8734
HANNELORE,NA,WAGNER,NA,1953,4,20,7485,4971
RENATE,NA,MAYER,NA,1971,3,29,7486,8876
ANKE,NA,FUCHS,NA,2008,10,31,7487,5832
INGEBORG,NA,SCHMIDT,SCHMID,1994,12,18,7488,5104
GISELA,NA,KOERTIG,NA,1935,2,21,7489,6826
INGE,NA,MUELLER,NA,1995,6,9,7490,6506
URSULA,NA,MUELLER,NA,1962,9,13,7491,7488
URSULA,NA,SCHMITT,NA,2003,13,14,7492,7652
ELISABETH,NA,BECEKR,NA,1985,1,11,7493,6130
INGEBORG,NA,KRUEGER,NA,1939,4,29,7494,5009
PETRA,NA,HAAS,NA,1953,2,24,7495,5570
ANJA,NA,BECK,NA,1961,10,14,7496,6808
HELGA,NA,KUHN,NA,2003,5,3,7497,7012
UTE,NA,POHL,NA,1939,10,23,7498,4994
ANNA,NA,SCHUSTER,NA,1982,11,12,7499,7224
ERIKA,NA,WAGNER,NA,1953,12,8,7500,8946
HELGA,NA,BUSXH,NA,2004,7,17,7501,5024
HEIDI,NA,HOFFMANN,NA,1967,7,1,7502,6475
RENATE,CHRISTEL,MUELLER,NA,1956,7,17,7503,7486
KARIN,NA,WOLFF,NA,1929,5,22,7504,5547
KATHARINA,NA,KOEHLER,NA,1959,2,15,7505,8245
BIRGIT,NA,VOGEL,NA,1956,5,26,7506,7094
GERTRUD,NA,KRAUS,NA,1970,10,20,7507,8808
TANJA,NA,SCHMIDT,NA,1976,12,23,7508,6224
URSULA,NA,ZIEGLER,NA,1944,7,31,7509,4884
MARTHA,NA,SCHMITT,NA,1961,10,4,7510,6585
HEIKE,NA,SAUER,NA,1949,1,3,7511,7132
CHRISTA,NA,SCHROEDER,NA,1988,7,16,7512,6481
BRIGITTE,NA,BECKER,NA,1973,4,14,7513,8111
ANJA,NA,SCHMIDT,NA,1999,3,27,7514,8861
CLAUDIA,NA,WIBTER,NA,1953,1,10,7515,4957
CHRISTA,NA,HERRMANN,NA,1943,7,2,7516,8683
LIESELOTTE,NA,WEBER,NA,1950,9,30,7517,8482
RENATE,NA,WERNER,NA,1965,1,25,7518,5386
FRIEDA,NA,RICHTER,NA,1979,7,31,7519,8050
CHRISTA,NA,VOIGT,NA,1977,4,14,7520,8175
SABINE,NA,MEYER,NA,1943,9,2,7521,7789
INGRID,NA,SCHULZ,NA,2000,6,12,7522,8741
SILVIA,UTE,SCHUSTER,NA,1935,2,8,7523,8643
MARIA,NA,LEHMANN,NA,1966,2,18,7524,5242
MARIANNE,NA,MUELLER,NA,1966,8,18,7525,6848
KARIN,NA,WERNER,NA,1954,6,11,7526,5348
HELGA,SABINE,KUHN,NA,1977,5,28,7527,4697
ELFRIEDE,NA,SCHMIDT,NA,1929,11,12,7528,4761
SABINE,NA,WOLFF,NA,1927,11,10,7529,5548
NICOLE,NA,ROTH,NA,1937,5,3,7530,6314
GISELA,NA,BECK,NA,1944,1,15,7531,8993
RENATE,NA,VOIGT,NA,1943,6,13,7532,5234
BARBARA,NA,KOEHLER,NA,1984,4,18,7533,6817
GABRIELE,NA,SCHMID,NA,1986,5,24,7534,6664
GERTRUD,NA,SCHMID,NA,1980,2,8,7535,7172
MARION,NA,MEYER,NA,1964,9,20,7536,6578
SUSANNE,NA,OTTO,NA,1964,10,14,7537,6757
SABINE,NA,BOEHM,FRANK,1958,3,7,7538,6158
BRITTA,NA,SCHAEFER,NA,1953,2,11,7539,4670
HILDEGARD,NA,MARTIN,NA,1966,2,1,7540,8901
BRITTA,NA,FISCHER,NA,1998,6,20,7541,5187
INGE,NA,MAYER,NA,1968,7,16,7542,6060
URSULA,NA,SCHNEIDER,NA,1997,10,23,7543,5089
PETRA,NA,MUELLER,NA,1958,3,30,7544,6634
ANJA,NA,SCHMIDT,NA,1958,11,4,7545,6125
UTE,NA,MOELLER,NA,1997,12,25,7546,5640
KARINO,NA,SCHMITT,NA,1986,2,3,7547,7405
ERIKA,NA,SCHULZ,NA,1967,7,28,7548,5884
BARBARA,NA,JUNG,NA,1991,5,13,7549,8584
ANFJA,NA,FISCHER,NA,1980,7,31,7550,8339
HILDEGARD,NA,FISCHER,HAAS,1966,6,28,7551,5636
ELISABETH,NA,BECKER,NA,1937,12,21,7552,7839
GISELA,NA,MAIER,NA,1985,9,21,7553,5685
RENATE,NA,SCHMIDT,NA,1926,6,29,7554,8349
ANDREA,NA,MAIER,NA,1966,6,29,7555,8233
SABINE,NA,KELLER,NA,1962,5,29,7556,8842
SILKE,NA,SOMMER,NA,1940,11,22,7557,5021
HILDEGARD,NA,PFEIFFER,NA,1946,8,18,7558,8715
CHRISTA,NA,SCHULZE,NA,1948,11,6,7559,8079
SANDRA,NA,WEBER,NA,1950,4,30,7560,4778
MARTINA,NA,JAEGER,NA,1955,11,13,7561,6980
UTE,NA,FRANKE,NA,1962,10,1,7562,8668
SUSANNE,NA,OTTO,NA,1764,10,14,7563,6757
BIRGIT,NA,SCHULZE,NA,1989,10,6,7564,6689
GERTRUD,NA,PETERS,NA,1967,12,30,7565,7876
HILDEGARD,NA,WEISS,NA,1945,9,27,7566,7573
KARIN,NA,MUELLER,NA,1933,7,3,7567,7213
MARIA,NA,BAUER,NA,1984,12,19,7568,8729
KATHRIN,NA,SCHNEIDER,NA,1939,1,7,7569,7237
BRIGITTE,NA,SCHMIDT,NA,1982,10,29,7570,5988
GERTRUD,NA,BOEHM,NA,1973,12,29,7571,4538
ELFRIEDE,NA,FISCHER,NA,1992,2,2,7572,5442
PETRA,NA,HARTMANN,NA,1935,9,9,7573,8334
SONVJA,NA,SCHMIDT,NA,2008,9,15,7574,6026
BRIGITTE,NA,PETERS,NA,1973,8,27,7575,8963
HELGA,HELGA,SCHMID,NA,1973,7,9,7576,7004
DANIELA,NA,FRANK,NA,1953,4,8,7577,7186
MARGARETE,MARIANNE,FISCHER,NA,1958,1,12,7578,8380
MARIANNE,NA,BAUMANN,NA,1926,8,26,7579,7084
CHRISTINE,NA,MUELLER,NA,1937,7,18,7580,7619
BARBARA,NA,SCHMIDT,NA,1966,2,5,7581,6951
KARIN,NA,RICHTER,NA,1986,3,1,7582,8293
RENATE,NA,SCHWARZ,NA,2001,11,19,7583,7384
MONIKA,NA,WAGNER,NA,1928,6,28,7584,7070
URSULA,NA,SCHMITT,NA,1986,12,2,7585,7253
MARTINA,NA,SCHOLZ,NA,1978,2,2,7586,6114
ANNA,NA,SCHUBERT,NA,1977,2,12,7587,8545
RENATE,NA,WAGNER,NA,1930,5,27,7588,6260
GABRIELE,NA,FISCHER,NA,1974,4,25,7589,7582
DANIELA,NA,SCHUMACHER,NA,1996,6,9,7590,6379
WALTRAUD,NA,OTTO,NA,1983,12,25,7591,8940
SANDRA,NA,MUELLER,NA,1934,7,10,7592,8528
ELKE,NA,KUEHN,NA,1952,3,15,7593,8069
HEIKE,NA,SCHMITT,NA,1957,1,8,7594,7973
INGRID,NA,SCHULZ,NA,1931,7,27,7595,5090
SUSANNE,NA,SCHAIDT,NA,1970,8,10,7596,5766
CHRISTA,NA,RICHTER,NA,1962,7,22,7597,5819
STEFANIE,NA,KRUEGER,NA,1988,4,18,7598,8353
MARGARETE,NA,GRAF,NA,1986,10,6,7599,7422
URSULA,NA,MARTIN,NA,1980,12,9,7600,6637
CLAUDIA,NA,SIMON,NA,1958,9,26,7601,6520
MARION,NA,MEIER,NA,1948,5,15,7602,7987
ANNA,NA,BERGMANN,LANGE,1978,3,29,7603,6367
BAERBCEL,NA,WERNER,NA,1930,6,22,7604,6426
BIRGIT,NA,RICHTER,NA,1947,11,26,7605,5022
SABINE,URSULA,PETEFS,NA,1935,10,25,7606,7568
GERTRUD,NA,WALTER,NA,1987,6,22,7607,8927
UTE,NA,SCHULZE,NA,1937,12,7,7608,7180
ANNA,NA,SCHROEDER,NA,1926,8,1,7609,8520
HELGA,NA,SCHNEIDER,NA,1934,9,6,7610,7695
RENATE,NA,THOMAS,NA,1949,11,27,7611,7513
SABINE,NA,LEHMANN,NA,1963,11,2,7612,7268
